,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24,Cell_25,Cell_26,Cell_27,Cell_28,Cell_29,Cell_30
DNAJB1,0.0,2072.0,2487.0,1314.0,749.0,7.0,1028.0,198.0,0.0,4311.0,1605.0,486.0,6857.0,162.0,838.0,1067.0,7891.0,522.0,994.0,47.0,13466.0,351.0,5837.0,5533.0,0.0,1186.0,1662.0,1.0,1965.0,1475.0
DNAJB11,0.0,1078.0,1204.0,1217.0,303.0,2.0,424.0,0.0,283.0,3929.0,3173.0,0.0,9199.0,4.0,120.0,34.0,13128.0,122.0,0.0,103.0,2227.0,324.0,828.0,2193.0,2545.0,912.0,2518.0,4.0,3362.0,2525.0
DNAJB12,0.0,510.0,608.0,2714.0,13.0,18.0,183.0,1.0,560.0,622.0,1527.0,0.0,3127.0,0.0,3.0,1.0,4277.0,0.0,0.0,43.0,1037.0,253.0,859.0,2304.0,1915.0,31.0,1594.0,0.0,2099.0,768.0
DNAJB13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJB14,0.0,40.0,2140.0,0.0,281.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,932.0,0.0,840.0,0.0,0.0,0.0,5.0,1.0,0.0,273.0,0.0,0.0,0.0,63.0,1379.0,0.0,0.0,93.0
DNAJB2,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,1.0,26.0,0.0,34.0,338.0,14.0,0.0,549.0,0.0,13.0,5.0,10.0,0.0,0.0
DNAJB4,0.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,2298.0,0.0,251.0,0.0,77.0,48.0,1083.0,1834.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2881.0,977.0,0.0
DNAJB5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DNAJB6,0.0,987.0,3547.0,553.0,54.0,6.0,453.0,706.0,96.0,4247.0,1627.0,328.0,784.0,693.0,672.0,207.0,2579.0,345.0,123.0,116.0,6150.0,732.0,2330.0,1659.0,1245.0,1519.0,130.0,892.0,3193.0,853.0
DNAJB9,0.0,352.0,882.0,1815.0,0.0,0.0,0.0,468.0,0.0,3297.0,299.0,0.0,1244.0,437.0,23.0,0.0,10845.0,58.0,0.0,0.0,2213.0,825.0,1238.0,3785.0,923.0,0.0,0.0,0.0,762.0,1272.0
DNAJC1,0.0,16.0,282.0,124.0,24.0,0.0,0.0,0.0,0.0,655.0,151.0,0.0,28.0,0.0,0.0,3.0,4773.0,0.0,0.0,137.0,3.0,79.0,0.0,71.0,712.0,80.0,641.0,0.0,920.0,393.0
DNAJC10,0.0,1058.0,0.0,0.0,167.0,0.0,637.0,0.0,850.0,1099.0,572.0,0.0,5978.0,164.0,286.0,606.0,3974.0,0.0,0.0,66.0,7960.0,0.0,1652.0,234.0,330.0,471.0,891.0,0.0,91.0,0.0
DNAJC11,0.0,2.0,0.0,425.0,579.0,116.0,86.0,523.0,7.0,0.0,2126.0,468.0,8376.0,68.0,1.0,736.0,599.0,1925.0,0.0,45.0,566.0,402.0,281.0,0.0,468.0,0.0,2033.0,0.0,0.0,182.0
DNAJC12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC13,0.0,410.0,0.0,454.0,24.0,2.0,0.0,2.0,559.0,0.0,575.0,0.0,822.0,649.0,6.0,0.0,0.0,229.0,15.0,0.0,86.0,100.0,91.0,194.0,0.0,0.0,1.0,17.0,0.0,1.0
DNAJC14,0.0,302.0,1828.0,1565.0,254.0,0.0,0.0,1.0,0.0,0.0,770.0,0.0,0.0,249.0,0.0,4.0,414.0,0.0,0.0,96.0,58.0,367.0,9.0,0.0,0.0,1431.0,0.0,0.0,3644.0,222.0
DNAJC15,35691.0,4240.0,59041.0,33512.0,3116.0,3360.0,9745.0,3478.0,2508.0,56996.0,34478.0,3367.0,36841.0,2786.0,4245.0,2251.0,88181.0,5359.0,4099.0,3731.0,92638.0,8388.0,19738.0,30860.0,6644.0,14207.0,60790.0,6771.0,22069.0,22147.0
DNAJC16,0.0,383.0,0.0,0.0,854.0,127.0,15.0,234.0,94.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,32.0,0.0,351.0,1.0,574.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
DNAJC17,0.0,0.0,1260.0,0.0,19.0,0.0,0.0,304.0,0.0,650.0,673.0,0.0,3364.0,0.0,0.0,130.0,227.0,0.0,0.0,10.0,2808.0,0.0,13.0,0.0,1238.0,251.0,522.0,0.0,1242.0,0.0
DNAJC18,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0
DNAJC19,762.0,9.0,2125.0,675.0,11.0,0.0,217.0,690.0,11.0,793.0,588.0,185.0,962.0,48.0,242.0,342.0,8958.0,275.0,120.0,78.0,3601.0,124.0,118.0,612.0,45.0,169.0,602.0,17.0,387.0,182.0
DNAJC2,294.0,0.0,6341.0,4238.0,0.0,93.0,572.0,288.0,6.0,715.0,4010.0,402.0,57.0,0.0,0.0,992.0,16711.0,388.0,163.0,590.0,3212.0,202.0,4075.0,6819.0,1723.0,1047.0,7364.0,548.0,4448.0,3027.0
DNAJC21,94.0,74.0,0.0,0.0,96.0,0.0,334.0,0.0,0.0,1559.0,724.0,0.0,444.0,0.0,0.0,484.0,1686.0,279.0,0.0,237.0,117.0,165.0,687.0,654.0,398.0,944.0,2086.0,0.0,0.0,307.0
DNAJC22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC24,0.0,0.0,1074.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,662.0,0.0,0.0,0.0,0.0,4.0,1590.0,0.0,0.0,104.0,495.0,0.0,185.0,25.0,0.0,112.0,1307.0,0.0,26.0,227.0
DNAJC25,0.0,19.0,384.0,0.0,141.0,51.0,0.0,29.0,1217.0,2251.0,530.0,1641.0,1500.0,647.0,0.0,391.0,159.0,106.0,0.0,23.0,209.0,169.0,20.0,36.0,0.0,183.0,951.0,1.0,35.0,19.0
DNAJC27,0.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1110.0,567.0,0.0,0.0,0.0,866.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
DNAJC27-AS1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DNAJC28,0.0,0.0,1696.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,0.0
DNAJC3,8322.0,1890.0,12312.0,5070.0,4131.0,63.0,953.0,1952.0,324.0,22616.0,2982.0,847.0,8211.0,1010.0,1035.0,1600.0,20417.0,361.0,362.0,39.0,2339.0,259.0,1892.0,7810.0,3419.0,4458.0,9950.0,0.0,7580.0,5355.0
DNAJC30,0.0,0.0,8.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,14.0,0.0,1565.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,78.0,36.0,0.0,0.0,0.0,95.0,908.0,0.0,11.0,0.0
DNAJC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,202.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
DNAJC5,0.0,0.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,332.0,0.0,292.0,4.0,0.0,1170.0,320.0,0.0,0.0,79.0,898.0,38.0,2199.0,0.0,1311.0,79.0,873.0,0.0,3787.0,105.0
DNAJC5G,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,189.0,8.0,194.0,0.0,1035.0,456.0,0.0,94.0,889.0
DNAJC7,2529.0,261.0,981.0,0.0,73.0,0.0,0.0,0.0,11.0,118.0,1809.0,0.0,353.0,99.0,420.0,719.0,0.0,34.0,10.0,72.0,4824.0,691.0,866.0,371.0,1196.0,153.0,0.0,0.0,2389.0,7.0
DNAJC8,0.0,144.0,8408.0,4851.0,1321.0,1724.0,1675.0,1066.0,1.0,13008.0,7183.0,2268.0,7367.0,1636.0,708.0,1667.0,22199.0,2138.0,0.0,149.0,10854.0,893.0,8472.0,8802.0,1138.0,5715.0,10057.0,119.0,12711.0,5097.0
DNAJC9,0.0,1.0,0.0,2918.0,325.0,0.0,387.0,1.0,5.0,1203.0,989.0,1.0,3624.0,602.0,38.0,27.0,4393.0,170.0,409.0,174.0,3663.0,224.0,898.0,2940.0,590.0,1122.0,2031.0,806.0,2449.0,2196.0
DNAJC9-AS1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAL1,0.0,1.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,6.0,2704.0,0.0,1.0,1.0,0.0,0.0,1624.0,7.0,0.0,0.0,138.0,0.0,581.0,0.0
DNALI1,0.0,0.0,0.0,1576.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNASE1,0.0,0.0,0.0,203.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,70.0,0.0,0.0,0.0,0.0,298.0,0.0,1.0,182.0
DNASE1L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNASE1L3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
DNASE2,0.0,0.0,91.0,6.0,0.0,0.0,45.0,0.0,18.0,77.0,39.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,3.0,147.0,0.0,417.0,0.0,0.0,71.0,0.0,0.0,691.0,0.0
DND1,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,15.0,12.0,401.0,0.0,42.0,8.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,161.0
DNER,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNHD1,0.0,0.0,12.0,1.0,277.0,0.0,0.0,0.0,0.0,578.0,64.0,0.0,0.0,0.0,0.0,37.0,131.0,1.0,0.0,7.0,6.0,110.0,0.0,2882.0,0.0,59.0,0.0,0.0,2400.0,0.0
DNLZ,1166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,233.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DNM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNM1L,0.0,315.0,7803.0,3517.0,332.0,190.0,356.0,9.0,67.0,9603.0,1148.0,206.0,2277.0,1407.0,814.0,2003.0,4783.0,1064.0,73.0,343.0,1.0,1095.0,1742.0,8152.0,3042.0,707.0,4869.0,1.0,5501.0,4686.0
DNM1P35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNM2,0.0,2180.0,278.0,52.0,68.0,15.0,0.0,0.0,71.0,102.0,387.0,7.0,700.0,58.0,78.0,88.0,1941.0,12.0,2.0,43.0,0.0,0.0,477.0,1.0,78.0,1.0,0.0,0.0,632.0,73.0
DNM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,364.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNM3OS,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNMBP,0.0,12.0,239.0,0.0,6.0,0.0,39.0,82.0,0.0,57.0,512.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,52.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,1677.0,738.0,1906.0,0.0
DNMT1,0.0,483.0,4940.0,2259.0,110.0,0.0,572.0,0.0,60.0,8492.0,2601.0,0.0,2997.0,324.0,111.0,5.0,12886.0,28.0,0.0,251.0,4821.0,67.0,8736.0,4785.0,2929.0,378.0,2035.0,0.0,3584.0,1081.0
DNMT3A,8192.0,1139.0,9449.0,5709.0,169.0,844.0,1018.0,1710.0,99.0,3758.0,901.0,1850.0,7830.0,868.0,1469.0,1601.0,14387.0,1003.0,107.0,942.0,10679.0,337.0,641.0,0.0,0.0,791.0,5672.0,114.0,4786.0,1660.0
DNMT3B,0.0,2903.0,5312.0,10997.0,3542.0,2060.0,1233.0,3883.0,4451.0,4864.0,6171.0,2261.0,6107.0,3204.0,1996.0,2406.0,34990.0,2248.0,16.0,835.0,24666.0,2971.0,6526.0,11350.0,634.0,3841.0,8948.0,2449.0,9118.0,2457.0
DNMT3L,34571.0,2147.0,15198.0,27926.0,1491.0,231.0,7387.0,6523.0,333.0,20242.0,12028.0,2170.0,13058.0,6543.0,6222.0,6765.0,57503.0,2594.0,11251.0,2703.0,102166.0,1246.0,12754.0,13212.0,7547.0,7709.0,36548.0,12812.0,12352.0,13861.0
DNPEP,0.0,543.0,0.0,0.0,79.0,0.0,0.0,1.0,730.0,184.0,46.0,0.0,90.0,0.0,0.0,626.0,1949.0,0.0,389.0,70.0,0.0,0.0,0.0,0.0,34.0,0.0,2767.0,87.0,4.0,0.0
DNPH1,0.0,0.0,394.0,0.0,0.0,39.0,73.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,159.0,1636.0,76.0,0.0,4.0,946.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,66.0,0.0
DNTT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DNTTIP1,0.0,0.0,253.0,1147.0,84.0,0.0,175.0,586.0,0.0,1340.0,372.0,0.0,568.0,0.0,33.0,0.0,2221.0,665.0,843.0,269.0,5.0,0.0,955.0,491.0,0.0,225.0,100.0,1170.0,52.0,0.0
DNTTIP2,0.0,459.0,20464.0,9608.0,565.0,877.0,1146.0,33.0,7.0,9779.0,5515.0,2431.0,5122.0,1167.0,1132.0,1367.0,18940.0,4820.0,0.0,1006.0,24128.0,1419.0,6913.0,12073.0,5246.0,2414.0,6755.0,6425.0,12832.0,6984.0
DOCK1,0.0,0.0,169.0,0.0,127.0,5.0,33.0,1062.0,0.0,0.0,0.0,344.0,947.0,7.0,725.0,0.0,74.0,158.0,155.0,21.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0
DOCK10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,236.0,1.0,0.0,0.0,1.0,215.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,5.0
DOCK4,0.0,0.0,33.0,0.0,26.0,0.0,0.0,0.0,0.0,777.0,0.0,2481.0,986.0,37.0,0.0,331.0,8.0,0.0,0.0,101.0,1387.0,11.0,0.0,240.0,0.0,0.0,332.0,0.0,3.0,0.0
DOCK5,0.0,0.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK6,74.0,3.0,996.0,0.0,398.0,5.0,0.0,186.0,4.0,1103.0,0.0,249.0,0.0,52.0,515.0,377.0,1350.0,0.0,616.0,6.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,119.0,0.0
DOCK7,0.0,12.0,0.0,219.0,957.0,0.0,239.0,873.0,0.0,0.0,43.0,0.0,12.0,0.0,191.0,10.0,628.0,0.0,0.0,94.0,6.0,0.0,0.0,3474.0,2697.0,796.0,82.0,0.0,0.0,0.0
DOCK8,0.0,0.0,385.0,19.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237.0,0.0,0.0,0.0
DOCK9,0.0,5.0,1624.0,196.0,0.0,0.0,220.0,0.0,0.0,4929.0,2903.0,0.0,0.0,0.0,1.0,12.0,5454.0,0.0,0.0,0.0,2001.0,1446.0,1191.0,2489.0,9.0,809.0,610.0,0.0,5409.0,2048.0
DOHH,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,32.0,22.0,0.0,1.0,0.0,6.0,0.0,6.0,5.0,0.0
DOK1,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,0.0
DOK3,13.0,0.0,0.0,4.0,0.0,134.0,273.0,0.0,0.0,0.0,135.0,20.0,953.0,0.0,630.0,0.0,6.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,1543.0,0.0
DOK4,0.0,0.0,536.0,72.0,0.0,0.0,177.0,0.0,0.0,0.0,332.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,2178.0,0.0,9.0,0.0,0.0,160.0,119.0
DOK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOLK,0.0,3.0,5849.0,0.0,150.0,0.0,0.0,853.0,0.0,3.0,117.0,0.0,0.0,0.0,0.0,0.0,8.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0,1579.0,0.0,1075.0,0.0,56.0,193.0
DOLPP1,0.0,886.0,6.0,0.0,7.0,38.0,239.0,0.0,66.0,0.0,308.0,38.0,0.0,0.0,24.0,21.0,2065.0,0.0,0.0,84.0,0.0,0.0,5570.0,129.0,258.0,41.0,1688.0,0.0,1522.0,129.0
DOM3Z,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,5094.0,0.0,0.0,2.0,2327.0,307.0,0.0,1105.0,615.0,4.0,0.0,0.0,136.0,0.0
DONSON,0.0,118.0,1304.0,238.0,288.0,962.0,131.0,0.0,76.0,5075.0,752.0,0.0,48.0,4.0,0.0,109.0,2626.0,0.0,0.0,24.0,223.0,0.0,1750.0,2116.0,6.0,61.0,670.0,945.0,2.0,404.0
DOPEY1,0.0,18.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,357.0
DOPEY2,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,1.0,91.0,0.0,0.0,19.0,1301.0,0.0,106.0,0.0,124.0,3.0,2025.0,0.0,994.0,0.0
DOT1L,0.0,77.0,96.0,219.0,1.0,1.0,58.0,0.0,0.0,521.0,1.0,0.0,714.0,0.0,34.0,1.0,554.0,1.0,0.0,223.0,0.0,0.0,386.0,0.0,53.0,0.0,0.0,0.0,248.0,0.0
DPAGT1,2297.0,218.0,3262.0,1372.0,679.0,75.0,631.0,746.0,1.0,2257.0,616.0,0.0,4281.0,0.0,9.0,0.0,3289.0,0.0,0.0,11.0,4243.0,688.0,2921.0,3246.0,0.0,0.0,164.0,0.0,1107.0,4.0
DPCD,0.0,0.0,0.0,199.0,153.0,438.0,129.0,353.0,0.0,947.0,464.0,596.0,69.0,251.0,0.0,437.0,5832.0,185.0,0.0,0.0,3892.0,0.0,1448.0,715.0,0.0,1.0,0.0,0.0,941.0,399.0
DPEP3,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
DPF2,0.0,3.0,3339.0,1397.0,20.0,180.0,156.0,526.0,287.0,3212.0,1651.0,657.0,1319.0,1.0,239.0,757.0,98.0,1936.0,292.0,13.0,2387.0,302.0,1287.0,10056.0,252.0,1357.0,3136.0,3248.0,6369.0,2666.0
DPF3,0.0,0.0,0.0,111.0,0.0,0.0,152.0,0.0,0.0,2173.0,169.0,0.0,0.0,0.0,0.0,0.0,2940.0,0.0,0.0,0.0,0.0,0.0,1022.0,113.0,1122.0,0.0,4.0,0.0,1879.0,593.0
DPH1,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,125.0,0.0,0.0,0.0,21.0,0.0,56.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPH2,0.0,0.0,1923.0,2300.0,559.0,0.0,974.0,883.0,532.0,13723.0,5752.0,125.0,3227.0,1405.0,1.0,1017.0,17227.0,757.0,2.0,54.0,11021.0,358.0,879.0,10.0,2.0,332.0,2390.0,197.0,15158.0,10055.0
DPH3,80.0,259.0,2661.0,5637.0,75.0,357.0,830.0,225.0,4.0,6561.0,3590.0,1217.0,3529.0,197.0,361.0,49.0,22764.0,414.0,345.0,226.0,9872.0,584.0,2720.0,11860.0,2491.0,1524.0,4121.0,0.0,7005.0,3963.0
DPH3P1,0.0,2.0,12.0,166.0,12.0,0.0,9.0,0.0,0.0,172.0,65.0,37.0,227.0,15.0,0.0,0.0,174.0,20.0,20.0,2.0,187.0,12.0,48.0,63.0,9.0,60.0,109.0,0.0,113.0,35.0
DPH5,0.0,0.0,4320.0,1977.0,1.0,0.0,265.0,607.0,9.0,423.0,1702.0,887.0,0.0,325.0,830.0,421.0,5103.0,45.0,0.0,8.0,1245.0,1.0,0.0,0.0,543.0,0.0,1863.0,0.0,1708.0,341.0
DPM1,0.0,358.0,4593.0,414.0,345.0,1036.0,1097.0,1532.0,420.0,7730.0,3474.0,638.0,1479.0,521.0,0.0,0.0,11875.0,421.0,0.0,17.0,5809.0,389.0,241.0,2306.0,590.0,3167.0,2723.0,0.0,2115.0,2750.0
DPM2,0.0,10.0,1764.0,1545.0,6.0,0.0,391.0,0.0,2.0,942.0,557.0,358.0,1692.0,424.0,24.0,102.0,2712.0,0.0,107.0,23.0,1755.0,78.0,74.0,1366.0,47.0,466.0,3479.0,757.0,942.0,861.0
DPM3,0.0,151.0,0.0,0.0,0.0,63.0,30.0,0.0,0.0,0.0,39.0,0.0,0.0,34.0,0.0,0.0,787.0,42.0,0.0,10.0,0.0,6.0,78.0,0.0,83.0,0.0,0.0,0.0,132.0,0.0
DPP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPP3,0.0,0.0,2720.0,0.0,1237.0,0.0,48.0,0.0,0.0,29.0,0.0,156.0,212.0,1034.0,189.0,988.0,0.0,10.0,118.0,7.0,0.0,239.0,0.0,13.0,0.0,18.0,0.0,0.0,3607.0,539.0
DPP4,0.0,2762.0,0.0,0.0,1407.0,574.0,0.0,0.0,218.0,571.0,1.0,0.0,3593.0,0.0,0.0,0.0,2555.0,337.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
